Region Code: EU
"Region Name: Europe"
Country Code: LUX
"Country Name: Luxembourg"
Export date: 12/2/2022 10:47:49 AM
Source location: "WHO Mortality Database portal"
Metadata information: 

Indicator Code,Indicator Name,Year,Sex,Age group code,Age Group,Number,Percentage of cause-specific deaths out of total deaths,"Age-standardized death rate per 100 000 standard population","Death rate per 100 000 population"
CG1460,Edentulism,2001,Female,Age_all,[All],0.00000000,0.00000000,0.00000000,0.00000000,
CG1480,Injuries,2001,Female,Age_all,[All],83.00000000,4.47198276,25.75922165,37.03406241,
CG1530,Fires,2001,Female,Age_all,[All],0.00000000,0.00000000,0.00000000,0.00000000,
CG1560,Intentional injuries,2001,Female,Age_all,[All],27.00000000,1.45474138,9.73772433,12.04722512,
CG0090,HIV/AIDS,2002,All,Age_all,[All],4.00000000,0.11101860,0.66419931,0.89649113,
CG0120,Pertussis,2002,All,Age_all,[All],0.00000000,0.00000000,0.00000000,0.00000000,
CG0170,Meningitis,2002,All,Age_all,[All],2.00000000,0.05550930,0.38031510,0.44824557,
CG0220,Trypanosomiasis,2002,All,Age_all,[All],0.00000000,0.00000000,0.00000000,0.00000000,
CG0250,Leishmaniasis,2002,All,Age_all,[All],0.00000000,0.00000000,0.00000000,0.00000000,
CG0300,Japanese encephalitis,2002,All,Age_all,[All],0.00000000,0.00000000,0.00000000,0.00000000,
CG0350,Hookworm disease,2002,All,Age_all,[All],0.00000000,0.00000000,0.00000000,0.00000000,
CG0380,Respiratory infections,2002,All,Age_all,[All],147.00000000,4.07993339,17.42014983,32.94604916,
CG0430,Maternal haemorrhage,2002,All,Age_all,[All],0.00000000,0.00000000,0.00000000,0.00000000,
CG0480,Other maternal conditions,2002,All,Age_all,[All],0.00000000,0.00000000,0.00000000,0.00000000,
CG0510,Birth asphyxia and birth trauma,2002,All,Age_all,[All],4.00000000,0.11101860,1.35590698,0.89649113,
CG0560,Vitamin A deficiency,2002,All,Age_all,[All],0.00000000,0.00000000,0.00000000,0.00000000,
CG0610,Mouth and oropharynx cancers,2002,All,Age_all,[All],30.00000000,0.83263947,5.06913156,6.72368350,
CG0613,c. Other pharynx cancer,2002,All,Age_all,[All],22.00000000,0.61060228,3.76610558,4.93070124,
CG0660,Pancreas cancer,2002,All,Age_all,[All],63.00000000,1.74854288,8.53711475,14.11973536,
CG0681,a. Malignant skin melanoma,2002,All,Age_all,[All],13.00000000,0.36081044,2.15463975,2.91359618,
CG0690,Breast cancer,2002,All,Age_all,[All],73.00000000,2.02608937,10.71470499,16.36096319,
CG0720,Ovary cancer,2002,All,Age_all,[All],24.00000000,0.66611157,3.26732745,5.37894680,
CG0741,Brain and nervous system cancers,2002,All,Age_all,[All],29.00000000,0.80488482,4.82786887,6.49956072,
CG0744,Thyroid cancer,2002,All,Age_all,[All],5.00000000,0.13877324,0.74496834,1.12061392,
CG0750,"Lymphomas, multiple myeloma",2002,All,Age_all,[All],50.00000000,1.38773245,7.15388258,11.20613917,
CG0753,c. Multiple myeloma,2002,All,Age_all,[All],15.00000000,0.41631973,1.97908529,3.36184175,
CG0810,Neuropsychiatric conditions,2002,All,Age_all,[All],165.00000000,4.57951707,22.23846705,36.98025927,
CG1570,Self-inflicted injuries,2001,All,Age_all,[All],73.00000000,2.03512685,13.61862427,16.52331372,
CG1580,Violence,2001,All,Age_all,[All],9.00000000,0.25090605,2.25192208,2.03712087,
CG1098,Ill-defined circulatory diseases,2001,All,Age_all,[All],319.00000000,8.89322554,38.34688981,72.20461747,
CG1099,Other circulatory diseases,2001,All,Age_all,[All],168.00000000,4.68357959,22.40958216,38.02625623,
CG0050,Syphilis,2001,Male,Age_all,[All],0.00000000,0.00000000,0.00000000,0.00000000,
CG0060,Chlamydia,2001,Male,Age_all,[All],0.00000000,0.00000000,0.00000000,0.00000000,
CG0130,Poliomyelitis,2001,Male,Age_all,[All],1.00000000,0.05777008,0.38976513,0.45938571,
CG0140,Diphtheria,2001,Male,Age_all,[All],0.00000000,0.00000000,0.00000000,0.00000000,
CG0220,Trypanosomiasis,2001,Male,Age_all,[All],0.00000000,0.00000000,0.00000000,0.00000000,
CG0230,Chagas disease,2001,Male,Age_all,[All],0.00000000,0.00000000,0.00000000,0.00000000,
CG0310,Trachoma,2001,Male,Age_all,[All],0.00000000,0.00000000,0.00000000,0.00000000,
CG0320,Intestinal nematode infections,2001,Male,Age_all,[All],0.00000000,0.00000000,0.00000000,0.00000000,
CG0390,Lower respiratory infections,2001,Male,Age_all,[All],50.00000000,2.88850376,18.34989236,22.96928547,
CG0400,Upper respiratory infections,2001,Male,Age_all,[All],0.00000000,0.00000000,0.00000000,0.00000000,
CG0550,Iodine deficiency,2001,Male,Age_all,[All],0.00000000,0.00000000,0.00000000,0.00000000,
CG0560,Vitamin A deficiency,2001,Male,Age_all,[All],0.00000000,0.00000000,0.00000000,0.00000000,
CG0613,c. Other pharynx cancer,2001,Male,Age_all,[All],16.00000000,0.92432120,5.74305974,7.35017135,
CG0620,Oesophagus cancer,2001,Male,Age_all,[All],13.00000000,0.75101098,4.69189978,5.97201422,
CG0681,a. Malignant skin melanoma,2001,Male,Age_all,[All],6.00000000,0.34662045,1.99025157,2.75631426,
CG0682,b. Non-melanoma skin cancer,2001,Male,Age_all,[All],0.00000000,0.00000000,0.00000000,0.00000000,
CG0743,Larynx cancer,2001,Male,Age_all,[All],8.00000000,0.46216060,2.48143321,3.67508568,
CG0744,Thyroid cancer,2001,Male,Age_all,[All],0.00000000,0.00000000,0.00000000,0.00000000,
CG0790,Diabetes mellitus,2001,Male,Age_all,[All],23.00000000,1.32871173,8.56220289,10.56587132,
CG1590,War,2001,Female,Age_all,[All],0.00000000,0.00000000,0.00000000,0.00000000,
CG0789,Diabetes mellitus and endocrine disorders,2001,Female,Age_all,[All],42.00000000,2.26293103,9.41920247,18.74012797,
CG0000,All Causes,2002,All,Age_all,[All],3603.00000000,100.00000000,492.32257275,807.51438868,
CG0030,Tuberculosis,2002,All,Age_all,[All],3.00000000,0.08326395,0.47140488,0.67236835,
CG0080,Other STDs,2002,All,Age_all,[All],0.00000000,0.00000000,0.00000000,0.00000000,
CG0130,Poliomyelitis,2002,All,Age_all,[All],0.00000000,0.00000000,0.00000000,0.00000000,
CG0160,Tetanus,2002,All,Age_all,[All],0.00000000,0.00000000,0.00000000,0.00000000,
CG0210,Tropical-cluster diseases,2002,All,Age_all,[All],0.00000000,0.00000000,0.00000000,0.00000000,
CG0260,lymphatic filariasis,2002,All,Age_all,[All],0.00000000,0.00000000,0.00000000,0.00000000,
CG0290,Dengue,2002,All,Age_all,[All],0.00000000,0.00000000,0.00000000,0.00000000,
CG0340,Trichuriasis,2002,All,Age_all,[All],0.00000000,0.00000000,0.00000000,0.00000000,
CG0390,Lower respiratory infections,2002,All,Age_all,[All],147.00000000,4.07993339,17.42014983,32.94604916,
CG0420,Maternal conditions,2002,All,Age_all,[All],0.00000000,0.00000000,0.00000000,0.00000000,
CG0470,Abortion,2002,All,Age_all,[All],0.00000000,0.00000000,0.00000000,0.00000000,
CG0520,Other perinatal conditions,2002,All,Age_all,[All],2.00000000,0.05550930,0.67795349,0.44824557,
CG0550,Iodine deficiency,2002,All,Age_all,[All],0.00000000,0.00000000,0.00000000,0.00000000,
CG0600,Malignant neoplasms,2002,All,Age_all,[All],904.00000000,25.09020261,128.77516536,202.60699622,
CG0620,Oesophagus cancer,2002,All,Age_all,[All],22.00000000,0.61060228,3.09727615,4.93070124,
CG0650,Liver cancer,2002,All,Age_all,[All],31.00000000,0.86039412,4.36214969,6.94780629,
CG0682,b. Non-melanoma skin cancer,2002,All,Age_all,[All],0.00000000,0.00000000,0.00000000,0.00000000,
CG0730,Prostate cancer,2002,All,Age_all,[All],40.00000000,1.11018596,5.01437131,8.96491134,
CG0740,Bladder cancer,2002,All,Age_all,[All],25.00000000,0.69386622,3.43321557,5.60306959,
CG0745,Mesothelioma,2002,All,Age_all,[All],3.00000000,0.08326395,0.47464815,0.67236835,
CG0760,Leukaemia,2002,All,Age_all,[All],33.00000000,0.91590341,4.34973028,7.39605185,
CG0840,Schizophrenia,2002,All,Age_all,[All],1.00000000,0.02775465,0.12423408,0.22412278,
CG0860,Alcohol use disorders,2002,All,Age_all,[All],19.00000000,0.52733833,3.20914322,4.25833289,
CG0890,Multiple sclerosis,2002,All,Age_all,[All],5.00000000,0.13877324,0.84678349,1.12061392,
CG0940,Insomnia (primary),2002,All,Age_all,[All],0.00000000,0.00000000,0.00000000,0.00000000,
CG0970,Other neuropsychiatric disorders,2002,All,Age_all,[All],23.00000000,0.63835692,3.36788597,5.15482402,
CG0990,Glaucoma,2002,All,Age_all,[All],0.00000000,0.00000000,0.00000000,0.00000000,
CG1020,"Hearing loss, adult onset ",2002,All,Age_all,[All],0.00000000,0.00000000,0.00000000,0.00000000,
CG1070,Ischaemic heart disease,2002,All,Age_all,[All],419.00000000,11.62919789,55.53989329,93.90744626,
CG1110,Respiratory diseases,2002,All,Age_all,[All],210.00000000,5.82847627,27.45685794,47.06578452,
CG1130,Asthma,2002,All,Age_all,[All],19.00000000,0.52733833,2.74327859,4.25833289,
CG1160,Peptic ulcer disease,2002,All,Age_all,[All],9.00000000,0.24979184,1.23393814,2.01710505,
CG1183,Inflammatory bowel disease,2002,All,Age_all,[All],2.00000000,0.05550930,0.38468431,0.44824557,
CG1190,Other digestive diseases,2002,All,Age_all,[All],52.00000000,1.44324174,6.86676797,11.65438474,
CG1210,Nephritis and nephrosis,2002,All,Age_all,[All],17.00000000,0.47182903,2.25967500,3.81008732,
CG1240,Skin diseases,2002,All,Age_all,[All],6.00000000,0.16652789,0.74532319,1.34473670,
CG1290,Back pain,2002,All,Age_all,[All],1.00000000,0.02775465,0.10410147,0.22412278,
CG1320,Abdominal wall defect,2002,All,Age_all,[All],0.00000000,0.00000000,0.00000000,0.00000000,
CG1340,Anorectal atresia,2002,All,Age_all,[All],0.00000000,0.00000000,0.00000000,0.00000000,
CG1370,Oesophageal atresia,2002,All,Age_all,[All],0.00000000,0.00000000,0.00000000,0.00000000,
CG1420,Other Congenital anomalies,2002,All,Age_all,[All],5.00000000,0.13877324,1.50731849,1.12061392,
CG1450,Periodontal disease,2002,All,Age_all,[All],0.00000000,0.00000000,0.00000000,0.00000000,
CG1470,Other oral diseases,2002,All,Age_all,[All],0.00000000,0.00000000,0.00000000,0.00000000,
CG1490,Unintentional injuries,2002,All,Age_all,[All],150.00000000,4.16319734,25.83227831,33.61841751,
CG0800,Endocrine disorders,2002,All,Age_all,[All],28.00000000,0.77713017,4.04119516,6.27543794,
CG0850,Epilepsy,2002,All,Age_all,[All],10.00000000,0.27754649,1.55699861,2.24122783,
CG0900,Drug use disorders,2002,All,Age_all,[All],9.00000000,0.24979184,1.88925110,2.01710505,
CG0930,Panic disorder,2002,All,Age_all,[All],0.00000000,0.00000000,0.00000000,0.00000000,
CG0980,Sense organ diseases,2002,All,Age_all,[All],0.00000000,0.00000000,0.00000000,0.00000000,
CG1030,Other sense organ disorders,2002,All,Age_all,[All],0.00000000,0.00000000,0.00000000,0.00000000,
CG1060,Hypertensive heart disease,2002,All,Age_all,[All],39.00000000,1.08243131,4.54130770,8.74078855,
CG1120,Chronic obstructive pulmonary disease,2002,All,Age_all,[All],124.00000000,3.44157646,16.26696661,27.79122515,
CG1170,Cirrhosis of the liver,2002,All,Age_all,[All],77.00000000,2.13710797,12.83861270,17.25745432,
CG1182,Paralytic ileus and intestinal obstruction,2002,All,Age_all,[All],14.00000000,0.38856508,1.63527437,3.13771897,
CG1200,Genitourinary diseases,2002,All,Age_all,[All],23.00000000,0.63835692,2.91593908,5.15482402,
CG1250,Musculoskeletal diseases,2002,All,Age_all,[All],20.00000000,0.55509298,2.43879033,4.48245567,
CG1280,Gout,2002,All,Age_all,[All],0.00000000,0.00000000,0.00000000,0.00000000,
CG1330,Anencephaly,2002,All,Age_all,[All],0.00000000,0.00000000,0.00000000,0.00000000,
CG1380,Renal agenesis,2002,All,Age_all,[All],0.00000000,0.00000000,0.00000000,0.00000000,
CG1410,Spina bifida,2002,All,Age_all,[All],1.00000000,0.02775465,0.19316058,0.22412278,
CG1460,Edentulism,2002,All,Age_all,[All],0.00000000,0.00000000,0.00000000,0.00000000,
CG1500,Road traffic accidents,2002,All,Age_all,[All],46.00000000,1.27671385,10.05074420,10.30964804,
CG1530,Fires,2002,All,Age_all,[All],2.00000000,0.05550930,0.28529583,0.44824557,
CG1560,Intentional injuries,2002,All,Age_all,[All],93.00000000,2.58118235,17.38980427,20.84341886,
CG1610,Ill-defined diseases,2002,All,Age_all,[All],133.00000000,3.69136830,16.77406778,29.80833020,
CG0789,Diabetes mellitus and endocrine disorders,2002,All,Age_all,[All],82.00000000,2.27588121,11.11984320,18.37806824,
CG0000,All Causes,2002,Male,Age_all,[All],1780.00000000,100.00000000,641.01769165,809.38155065,
CG0050,Syphilis,2000,Female,Age_all,[All],0.00000000,0.00000000,0.00000000,0.00000000,
CG0060,Chlamydia,2000,Female,Age_all,[All],0.00000000,0.00000000,0.00000000,0.00000000,
CG0140,Diphtheria,2000,Female,Age_all,[All],0.00000000,0.00000000,0.00000000,0.00000000,
CG0150,Measles,2000,Female,Age_all,[All],0.00000000,0.00000000,0.00000000,0.00000000,
CG0230,Chagas disease,2000,Female,Age_all,[All],0.00000000,0.00000000,0.00000000,0.00000000,
CG0240,Schistosomiasis,2000,Female,Age_all,[All],0.00000000,0.00000000,0.00000000,0.00000000,
CG0310,Trachoma,2000,Female,Age_all,[All],0.00000000,0.00000000,0.00000000,0.00000000,
CG0320,Intestinal nematode infections,2000,Female,Age_all,[All],0.00000000,0.00000000,0.00000000,0.00000000,
CG0400,Upper respiratory infections,2000,Female,Age_all,[All],0.00000000,0.00000000,0.00000000,0.00000000,
CG0410,Otitis media,2000,Female,Age_all,[All],0.00000000,0.00000000,0.00000000,0.00000000,
CG0490,Perinatal conditions,2000,Female,Age_all,[All],4.00000000,0.21978022,2.67941176,1.79670305,
CG0500,Low birth weight,2000,Female,Age_all,[All],0.00000000,0.00000000,0.00000000,0.00000000,
CG0570,Iron-deficiency anaemia,2000,Female,Age_all,[All],0.00000000,0.00000000,0.00000000,0.00000000,
CG0580,Other nutritional disorders,2000,Female,Age_all,[All],0.00000000,0.00000000,0.00000000,0.00000000,
CG0630,Stomach cancer,2000,Female,Age_all,[All],11.00000000,0.60439560,2.25193656,4.94093339,
CG0640,Colon and rectum cancers,2000,Female,Age_all,[All],57.00000000,3.13186813,11.70925507,25.60301846,
CG0690,Breast cancer,2000,Female,Age_all,[All],80.00000000,4.39560440,23.14582227,35.93406100,
CG0700,Cervix uteri cancer,2000,Female,Age_all,[All],4.00000000,0.21978022,1.11645493,1.79670305,
CG0710,Corpus uteri cancer,2000,Female,Age_all,[All],12.00000000,0.65934066,3.07804155,5.39010915,
CG0744,Thyroid cancer,2000,Female,Age_all,[All],1.00000000,0.05494505,0.18968324,0.44917576,
CG0745,Mesothelioma,2000,Female,Age_all,[All],0.00000000,0.00000000,0.00000000,0.00000000,
CG0800,Endocrine disorders,2000,Female,Age_all,[All],10.00000000,0.54945055,3.10154891,4.49175762,
CG0810,Neuropsychiatric conditions,2000,Female,Age_all,[All],124.00000000,6.81318681,24.89534360,55.69779455,
CG0800,Endocrine disorders,2001,Male,Age_all,[All],4.00000000,0.23108030,1.36722981,1.83754284,
CG0870,Alzheimer and other dementias,2001,Male,Age_all,[All],33.00000000,1.90641248,12.31838093,15.15972841,
CG0880,Parkinson disease,2001,Male,Age_all,[All],19.00000000,1.09763143,6.99654452,8.72832848,
CG0960,Mental Retardation,2001,Male,Age_all,[All],0.00000000,0.00000000,0.00000000,0.00000000,
CG0970,Other neuropsychiatric disorders,2001,Male,Age_all,[All],16.00000000,0.92432120,5.43465220,7.35017135,
CG1050,Rheumatic heart disease,2001,Male,Age_all,[All],0.00000000,0.00000000,0.00000000,0.00000000,
CG1060,Hypertensive heart disease,2001,Male,Age_all,[All],16.00000000,0.92432120,5.98031508,7.35017135,
CG1140,Other respiratory diseases,2001,Male,Age_all,[All],28.00000000,1.61756210,9.84771862,12.86279986,
CG1150,Digestive diseases,2001,Male,Age_all,[All],99.00000000,5.71923744,35.33313223,45.47918523,
CG1185,Pancreatitis,2001,Male,Age_all,[All],5.00000000,0.28885038,1.77303752,2.29692855,
CG1190,Other digestive diseases,2001,Male,Age_all,[All],34.00000000,1.96418255,11.84471159,15.61911412,
CG1260,Rheumatoid arthritis,2001,Male,Age_all,[All],0.00000000,0.00000000,0.00000000,0.00000000,
CG1270,Osteoarthritis,2001,Male,Age_all,[All],1.00000000,0.05777008,0.34549601,0.45938571,
CG1280,Gout,2001,Male,Age_all,[All],0.00000000,0.00000000,0.00000000,0.00000000,
CG1350,Cleft lip,2001,Male,Age_all,[All],0.00000000,0.00000000,0.00000000,0.00000000,
CG1360,Cleft palate,2001,Male,Age_all,[All],0.00000000,0.00000000,0.00000000,0.00000000,
CG1440,Dental caries,2001,Male,Age_all,[All],0.00000000,0.00000000,0.00000000,0.00000000,
CG1450,Periodontal disease,2001,Male,Age_all,[All],0.00000000,0.00000000,0.00000000,0.00000000,
CG1510,Poisonings,2001,Male,Age_all,[All],3.00000000,0.17331023,1.16652179,1.37815713,
CG1520,Falls,2001,Male,Age_all,[All],20.00000000,1.15540150,7.22777286,9.18771419,
CG1530,Fires,2001,Male,Age_all,[All],5.00000000,0.28885038,2.23313943,2.29692855,
CG1580,Violence,2001,Male,Age_all,[All],5.00000000,0.28885038,2.39834520,2.29692855,
CG1590,War,2001,Male,Age_all,[All],0.00000000,0.00000000,0.00000000,0.00000000,
CG1605,Ill-defined injuries/accidents,2001,Male,Age_all,[All],1.00000000,0.05777008,0.62965232,0.45938571,
CG1540,Drownings,2002,All,Age_all,[All],3.00000000,0.08326395,0.61081408,0.67236835,
CG1550,Other unintentional injuries,2002,All,Age_all,[All],52.00000000,1.44324174,7.73774144,11.65438474,
CG1570,Self-inflicted injuries,2002,All,Age_all,[All],85.00000000,2.35914516,15.45664402,19.05043659,
CG1600,Other intentional injuries,2002,All,Age_all,[All],0.00000000,0.00000000,0.00000000,0.00000000,
CG1098,Ill-defined circulatory diseases,2002,All,Age_all,[All],326.00000000,9.04801554,38.13630377,73.06402740,
CG0395,COVID-19,2002,All,Age_all,[All],0.00000000,0.00000000,0.00000000,0.00000000,
CG0040,STDs excluding HIV,2002,Male,Age_all,[All],0.00000000,0.00000000,0.00000000,0.00000000,
CG0090,HIV/AIDS,2002,Male,Age_all,[All],4.00000000,0.22471910,1.33715659,1.81883495,
CG0120,Pertussis,2002,Male,Age_all,[All],0.00000000,0.00000000,0.00000000,0.00000000,
CG0170,Meningitis,2002,Male,Age_all,[All],2.00000000,0.11235955,0.73555190,0.90941747,
CG0220,Trypanosomiasis,2002,Male,Age_all,[All],0.00000000,0.00000000,0.00000000,0.00000000,
CG0250,Leishmaniasis,2002,Male,Age_all,[All],0.00000000,0.00000000,0.00000000,0.00000000,
CG0300,Japanese encephalitis,2002,Male,Age_all,[All],0.00000000,0.00000000,0.00000000,0.00000000,
CG0350,Hookworm disease,2002,Male,Age_all,[All],0.00000000,0.00000000,0.00000000,0.00000000,
CG0380,Respiratory infections,2002,Male,Age_all,[All],56.00000000,3.14606742,20.07453708,25.46368923,
CG0500,Low birth weight,2002,Male,Age_all,[All],4.00000000,0.22471910,2.64825581,1.81883495,
CG0550,Iodine deficiency,2002,Male,Age_all,[All],0.00000000,0.00000000,0.00000000,0.00000000,
CG0580,Other nutritional disorders,2002,Male,Age_all,[All],0.00000000,0.00000000,0.00000000,0.00000000,
CG0612,b. Nasopharynx cancers,2002,Male,Age_all,[All],0.00000000,0.00000000,0.00000000,0.00000000,
CG0650,Liver cancer,2002,Male,Age_all,[All],21.00000000,1.17977528,6.89904204,9.54888346,
CG0680,Melanoma and other skin cancers,2002,Male,Age_all,[All],5.00000000,0.28089888,1.76019114,2.27354368,
CG0731,Testicular cancer,2002,Male,Age_all,[All],0.00000000,0.00000000,0.00000000,0.00000000,
CG0743,Larynx cancer,2002,Male,Age_all,[All],9.00000000,0.50561798,3.28514296,4.09237863,
CG0050,Syphilis,2002,Male,Age_all,[All],0.00000000,0.00000000,0.00000000,0.00000000,
CG0080,Other STDs,2002,Male,Age_all,[All],0.00000000,0.00000000,0.00000000,0.00000000,
CG0130,Poliomyelitis,2002,Male,Age_all,[All],0.00000000,0.00000000,0.00000000,0.00000000,
CG0180,Hepatitis B,2002,Male,Age_all,[All],0.00000000,0.00000000,0.00000000,0.00000000,
CG0210,Tropical-cluster diseases,2002,Male,Age_all,[All],0.00000000,0.00000000,0.00000000,0.00000000,
CG0260,lymphatic filariasis,2002,Male,Age_all,[All],0.00000000,0.00000000,0.00000000,0.00000000,
CG0310,Trachoma,2002,Male,Age_all,[All],0.00000000,0.00000000,0.00000000,0.00000000,
CG0340,Trichuriasis,2002,Male,Age_all,[All],0.00000000,0.00000000,0.00000000,0.00000000,
CG0390,Lower respiratory infections,2002,Male,Age_all,[All],56.00000000,3.14606742,20.07453708,25.46368923,
CG0510,Birth asphyxia and birth trauma,2002,Male,Age_all,[All],2.00000000,0.11235955,1.32412791,0.90941747,
CG0540,Protein-energy malnutrition,2002,Male,Age_all,[All],0.00000000,0.00000000,0.00000000,0.00000000,
CG0590,Noncommunicable diseases,2002,Male,Age_all,[All],1474.00000000,82.80898876,521.16178251,670.24067733,
CG0613,c. Other pharynx cancer,2002,Male,Age_all,[All],18.00000000,1.01123596,6.39399314,8.18475725,
CG0640,Colon and rectum cancers,2002,Male,Age_all,[All],57.00000000,3.20224719,19.43256067,25.91839797,
CG0681,a. Malignant skin melanoma,2002,Male,Age_all,[All],5.00000000,0.28089888,1.76019114,2.27354368,
CG0732,Kidney cancer,2002,Male,Age_all,[All],9.00000000,0.50561798,3.00762025,4.09237863,
